HUPAC,WIF,WKHP,WKW,ENG,FER,NWLA,NWLK,OCCP,POBP,RELP,WRK,DIS,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PUBCOV,target,domain
2,3,4,2,0,2,0,0,20,10,1,2,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,16,45,0,2,1,3,0,0,1,1,1,1,0,8
2,3,4,1,2,2,2,2,20,52,0,1,1,3,0,1,1,1,1,0,1,5
3,3,3,1,0,0,2,2,20,27,0,1,1,3,1,0,1,1,1,1,0,1
1,2,4,1,1,2,2,2,20,6,1,1,1,3,0,0,1,1,1,1,0,9
3,3,1,4,3,0,1,1,20,26,2,2,1,3,1,0,1,1,1,1,0,5
2,1,6,6,0,2,1,1,21,29,0,2,0,3,1,0,1,1,0,1,0,4
1,3,2,1,1,2,2,2,5,42,2,0,1,3,3,0,1,1,1,1,0,2
3,2,4,1,0,2,2,2,25,20,0,1,1,3,0,0,1,1,1,1,0,4
3,0,5,1,0,0,2,2,27,47,0,1,1,3,1,0,1,1,1,1,0,2
2,2,2,6,0,2,2,2,20,5,1,1,1,3,1,0,1,1,1,1,0,8
3,0,4,1,0,0,2,2,5,25,0,1,1,3,0,0,1,1,1,1,0,9
0,1,4,1,0,2,2,2,15,42,13,1,1,3,0,0,1,1,1,1,0,2
1,3,3,1,0,0,2,2,22,8,1,1,1,3,0,1,1,1,1,1,0,5
1,3,1,1,0,2,2,2,15,44,0,1,1,3,0,0,1,1,1,1,0,3
3,3,0,0,0,0,1,1,18,15,4,2,1,3,0,0,1,1,1,1,0,5
1,2,4,1,1,2,2,2,25,8,0,1,1,3,3,1,1,1,1,1,0,2
2,3,5,1,1,0,2,2,4,6,2,1,1,3,0,0,1,1,1,1,0,7
0,1,4,1,0,0,2,2,1,20,0,1,1,3,0,0,1,1,1,1,0,4
3,0,0,0,0,0,1,0,20,42,0,2,1,3,1,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,20,2,2,0,1,1,0,0,0,1,0,1,9
3,0,0,0,4,0,2,2,18,48,2,0,0,3,3,0,1,1,0,0,1,2
3,2,2,1,0,0,2,2,15,44,0,1,1,3,1,0,1,1,1,1,0,3
3,1,0,0,0,2,1,0,28,54,2,2,1,3,0,0,1,1,1,1,0,7
3,2,0,0,1,0,1,1,18,8,5,2,0,3,0,1,1,1,1,0,0,2
3,0,6,1,0,2,2,2,21,39,0,1,1,3,3,0,1,1,1,0,0,2
3,3,4,3,0,0,1,0,27,6,1,2,1,3,1,0,1,1,1,0,1,3
3,3,1,3,0,2,2,2,22,39,2,1,0,3,0,0,1,1,1,0,0,2
1,3,3,1,0,2,2,2,5,50,2,1,1,3,3,0,1,1,1,1,1,7
3,2,4,1,0,2,2,2,13,54,0,1,1,3,1,0,1,1,1,1,0,7
3,0,0,0,0,0,1,1,18,42,13,2,1,3,1,0,1,1,1,0,0,2
3,3,3,6,1,2,1,1,23,4,2,2,1,3,0,1,1,1,1,0,0,9
3,3,4,6,1,2,2,2,25,0,2,1,1,3,0,1,1,1,1,0,1,3
1,1,0,0,1,0,1,1,18,10,1,2,1,3,0,0,1,1,1,1,0,8
2,1,0,0,0,0,1,1,18,8,2,2,1,3,0,1,1,1,1,1,0,2
2,2,1,3,0,2,2,2,15,44,1,1,1,3,0,0,1,1,1,1,0,2
3,0,0,0,0,2,1,1,18,54,2,2,0,3,0,0,1,0,0,0,0,7
3,0,2,1,0,0,2,2,6,31,0,1,0,3,3,0,1,0,1,1,0,4
1,3,4,1,0,0,2,2,21,6,0,1,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,0,1,0,4,18,0,2,0,3,2,0,1,1,0,0,1,4
0,1,4,1,0,0,2,2,23,50,0,1,1,0,0,0,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,57,2,2,1,3,1,0,1,1,1,1,0,5
3,1,4,1,0,0,2,2,20,18,7,1,1,3,0,0,1,1,1,1,0,4
3,0,0,0,0,2,1,1,18,6,12,2,1,3,3,0,1,1,1,1,0,9
1,2,2,6,1,0,1,1,5,42,2,2,1,3,0,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,22,42,0,2,0,3,1,0,1,1,1,0,0,2
3,2,4,3,0,2,2,2,25,54,5,1,1,3,0,0,1,1,1,1,0,2
1,0,0,0,0,2,1,1,15,44,0,2,0,3,1,0,1,1,0,0,1,3
3,3,3,1,2,0,2,2,5,28,0,1,1,3,0,1,1,1,1,0,0,9
3,0,0,0,0,2,1,0,25,60,0,2,1,3,0,0,1,1,1,0,1,3
3,0,0,0,1,0,1,1,18,4,12,2,1,3,0,1,1,1,1,1,0,7
1,2,4,1,0,0,2,2,21,15,1,1,1,3,0,0,1,1,1,1,0,5
3,0,4,1,0,0,2,2,27,31,12,1,1,3,2,0,1,1,1,1,1,4
3,2,1,1,0,2,2,2,22,57,0,1,1,3,3,0,1,1,1,1,0,5
1,1,0,0,0,2,2,2,18,39,0,0,1,3,3,0,1,1,1,1,0,9
3,3,3,1,0,0,2,2,27,50,2,0,1,3,3,0,1,1,1,1,0,5
1,0,0,0,4,0,1,1,18,0,0,2,1,3,0,1,1,1,1,0,0,7
2,2,4,3,1,2,2,2,27,39,1,0,1,3,3,0,1,1,1,1,0,2
1,2,2,1,0,0,2,2,1,44,0,1,1,3,1,0,1,1,1,1,0,3
3,3,2,6,0,2,1,0,13,32,15,2,1,3,0,0,1,1,1,1,0,4
3,0,0,0,0,0,1,1,13,54,0,2,0,3,0,0,1,1,1,0,0,7
1,3,2,5,0,2,2,2,5,54,2,1,1,3,0,0,1,1,1,1,1,7
2,1,0,0,1,2,1,1,20,52,1,2,1,3,1,1,1,1,1,1,0,5
3,0,2,1,0,2,2,2,5,40,13,1,1,3,0,0,1,1,1,1,0,8
3,2,1,1,0,2,2,2,20,42,7,1,1,3,1,0,1,1,1,1,0,2
2,2,5,1,0,1,2,2,15,56,0,1,1,3,1,0,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,54,1,2,1,3,0,0,1,1,1,1,0,7
3,2,7,6,1,0,2,2,24,6,0,1,1,3,0,0,1,1,1,0,0,8
0,2,2,3,1,2,2,2,20,14,0,1,1,3,0,1,1,1,1,0,0,2
0,1,0,0,0,2,1,1,15,42,0,2,1,3,1,0,1,1,1,1,0,2
3,3,4,1,0,0,2,2,25,32,2,1,1,1,3,0,1,1,1,1,0,4
3,2,3,1,0,0,2,2,25,21,1,1,1,3,0,0,1,1,1,1,0,8
1,2,0,0,0,0,1,1,18,42,2,2,1,3,3,0,1,1,1,1,0,2
3,3,4,6,1,0,2,2,26,15,2,1,1,3,0,0,1,1,1,1,0,5
1,3,6,1,0,0,2,2,8,6,1,1,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,0,1,1,18,6,12,2,1,3,0,0,1,1,1,0,1,9
3,0,0,6,0,0,2,2,16,33,12,1,1,3,0,0,1,1,1,1,0,9
3,1,0,0,0,0,1,1,18,11,2,2,1,3,1,0,1,1,1,1,0,5
3,2,4,1,0,0,2,2,27,54,4,1,1,3,3,0,1,1,1,1,0,7
2,1,0,0,0,0,2,2,10,6,2,0,1,3,3,0,1,1,1,0,1,9
3,2,4,1,0,0,2,2,20,47,1,1,1,3,3,0,1,1,1,1,0,2
1,1,3,1,0,2,2,2,13,24,0,1,1,3,0,0,1,1,1,0,1,7
3,2,3,3,0,0,2,2,22,47,1,1,1,3,1,0,1,1,1,1,0,7
3,1,0,0,0,0,2,2,14,26,0,0,1,3,1,0,1,1,1,1,0,7
3,0,4,1,0,0,2,2,6,46,0,1,1,3,0,0,1,1,1,1,0,3
3,3,5,1,0,2,1,1,25,54,2,1,1,3,0,0,1,1,1,1,0,7
1,3,1,4,1,2,0,1,5,39,2,2,1,3,0,0,1,1,1,1,0,5
1,3,3,1,0,2,2,2,15,6,2,0,1,3,3,0,1,1,1,1,0,3
1,1,0,0,0,2,1,1,18,6,1,2,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,2,1,0,6,15,0,2,1,3,0,0,1,1,1,1,0,5
3,0,1,1,0,0,2,2,13,61,0,1,1,3,0,0,1,1,1,1,1,3
3,0,4,1,0,2,2,2,21,56,13,1,1,3,3,0,1,1,1,1,0,8
3,0,0,0,3,0,1,1,18,47,6,2,0,3,3,0,1,1,0,0,0,0
1,2,2,4,0,0,2,2,25,16,2,1,1,3,1,0,1,1,1,0,0,5
3,3,5,1,0,2,2,2,13,60,2,1,1,3,1,0,1,1,1,1,0,3
1,2,4,1,0,2,2,2,16,4,1,1,1,3,2,1,1,1,1,1,0,5
3,3,3,1,0,2,2,2,13,60,2,1,1,3,1,0,1,1,1,1,0,3
3,2,4,1,0,2,2,2,20,54,0,1,1,3,3,0,1,1,1,1,0,7
3,0,0,0,0,2,1,1,18,35,2,2,1,3,0,0,1,1,1,0,1,5
3,2,3,1,0,0,2,2,2,20,2,1,1,3,0,0,1,1,1,1,0,3
0,2,4,1,3,0,2,2,16,4,6,1,1,3,0,1,1,1,1,1,0,5
0,1,2,6,0,0,2,2,5,42,13,1,1,3,1,0,1,1,1,0,1,2
1,3,0,6,0,0,2,2,8,54,3,1,0,3,0,0,1,1,0,1,0,7
2,1,0,0,0,0,1,0,10,16,2,2,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,40,2,2,1,3,0,0,1,1,1,1,0,8
2,1,0,0,0,2,1,1,18,21,0,0,1,3,0,0,1,1,1,1,0,3
3,1,0,0,0,0,1,1,20,26,10,2,0,3,1,0,1,1,0,1,0,5
1,2,3,5,0,2,2,2,27,21,2,1,0,3,1,0,0,0,0,0,1,5
1,3,4,1,3,2,2,2,22,9,0,1,1,3,0,1,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,42,1,2,0,3,0,0,1,1,0,1,0,3
1,1,2,1,1,2,2,2,20,28,0,1,1,3,0,1,1,1,1,1,0,9
3,0,0,0,0,0,1,1,18,26,0,2,1,3,3,0,1,1,1,1,1,7
1,1,1,1,0,2,2,2,13,6,0,1,1,2,0,0,1,1,1,0,0,5
3,2,6,1,0,0,2,2,5,40,0,1,1,3,0,0,1,1,1,1,0,8
3,2,4,1,1,0,2,2,23,40,0,1,1,3,0,0,1,1,1,1,0,8
3,2,0,0,0,0,1,1,18,6,2,2,0,3,1,0,1,1,0,0,0,9
1,2,3,6,3,2,2,2,1,28,0,1,1,3,0,1,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,47,0,2,0,3,3,0,1,1,0,0,0,2
1,2,0,0,0,0,1,1,18,44,4,2,0,3,0,0,1,1,1,0,0,3
3,0,0,0,3,0,1,1,18,4,12,2,1,3,0,1,1,1,1,1,0,9
2,2,2,1,0,2,2,2,0,21,0,1,1,3,0,0,1,1,1,1,0,3
3,2,4,4,2,2,1,1,27,14,0,2,1,3,0,1,1,1,1,1,0,3
3,1,1,4,0,0,2,2,22,20,3,1,1,3,2,0,1,1,1,1,0,3
3,2,2,4,0,2,2,2,6,47,1,1,1,3,0,0,1,1,1,1,0,2
3,0,0,0,0,0,1,1,18,11,1,2,1,3,0,0,1,1,1,1,0,8
2,1,4,1,2,2,2,2,21,48,0,1,1,3,0,0,1,1,1,1,1,3
1,1,0,0,0,0,1,1,18,20,0,2,0,1,1,0,1,1,1,0,1,5
1,3,4,1,1,0,1,1,27,15,2,1,1,1,0,0,1,1,1,1,0,5
1,2,4,6,1,2,1,1,13,14,1,1,1,3,0,1,1,1,1,1,0,2
1,2,1,1,2,0,2,2,22,54,2,1,1,3,0,0,1,1,1,0,0,7
3,0,4,1,0,0,2,2,25,42,11,0,1,3,0,0,1,1,1,1,1,2
3,0,0,0,0,0,1,1,18,32,11,2,0,2,0,0,1,1,0,1,1,4
0,1,0,0,1,2,1,1,2,4,1,2,1,3,1,1,1,1,1,1,0,7
1,3,2,1,0,2,2,2,5,1,2,0,1,3,3,0,1,1,1,0,0,7
3,0,4,6,0,2,1,1,27,44,13,2,1,3,0,0,1,1,1,0,0,3
3,3,1,4,1,2,2,2,26,54,2,1,1,3,0,0,1,1,1,1,0,7
3,0,0,0,0,0,1,1,18,19,13,2,0,1,0,0,0,1,1,0,1,8
3,3,3,1,0,2,0,0,5,54,2,1,1,3,1,0,1,1,1,1,0,7
0,3,3,1,0,2,1,1,5,19,3,2,1,3,0,0,1,1,1,1,0,3
3,1,0,0,0,0,1,1,23,16,0,2,1,1,0,0,1,1,1,0,0,5
2,2,2,1,2,2,2,2,3,14,0,1,1,3,1,0,1,1,1,1,0,9
3,2,0,0,0,0,1,1,18,33,1,2,0,3,0,0,1,1,1,0,0,4
3,3,4,1,1,2,2,2,20,52,2,1,1,3,0,1,1,1,1,1,0,5
0,1,0,0,4,1,1,1,18,48,2,2,1,3,0,0,1,1,1,0,1,0
3,0,0,0,0,0,1,1,18,31,0,2,1,3,0,0,1,1,1,0,0,9
0,2,5,5,0,0,1,2,3,24,1,2,1,3,0,0,1,1,1,1,0,7
1,2,0,5,0,0,2,2,24,42,2,0,1,3,3,0,1,1,1,1,0,2
1,2,0,0,1,2,1,0,28,20,2,2,1,3,0,0,1,1,1,1,0,3
3,0,0,0,3,0,1,1,18,6,2,2,0,3,0,0,1,1,0,0,0,9
3,1,0,0,0,0,1,1,18,47,1,2,1,3,0,0,1,1,1,1,0,5
1,2,1,4,0,2,2,2,15,20,1,1,1,3,1,0,1,1,1,1,0,1
3,1,0,0,0,0,1,1,18,31,0,2,0,3,1,0,1,1,1,1,0,4
0,0,0,0,3,2,1,1,18,28,0,2,1,3,0,1,1,1,1,1,1,7
3,2,2,3,0,2,2,2,27,59,0,1,1,3,0,0,1,1,1,1,0,5
1,3,0,5,0,0,2,2,24,26,2,1,1,3,0,0,1,1,1,1,0,5
3,3,2,4,0,2,2,2,16,16,1,0,0,3,3,0,1,1,1,1,0,7
0,3,4,1,4,0,2,2,1,28,6,1,1,3,0,1,1,1,1,1,0,8
2,2,1,4,1,2,2,2,15,14,1,1,1,3,0,1,1,1,1,1,0,1
3,1,0,0,1,2,1,0,20,6,5,2,1,3,0,0,1,1,1,0,0,9
3,0,4,1,0,0,2,2,20,16,0,1,1,3,0,0,1,1,1,1,0,5
2,1,4,1,0,1,2,2,20,50,0,1,1,3,0,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,21,31,2,2,0,3,1,0,1,1,0,0,0,4
2,2,2,1,0,2,2,2,6,33,1,1,1,3,3,0,1,1,1,1,0,7
3,2,4,1,0,0,2,2,0,47,5,1,1,3,3,0,1,1,1,1,0,2
3,0,0,1,1,0,1,1,6,6,0,1,1,3,3,0,1,1,1,1,0,9
3,0,0,0,0,2,1,1,18,23,15,2,1,3,3,0,1,1,1,0,1,5
3,1,0,0,0,0,1,1,18,57,2,2,1,3,0,0,1,1,1,0,1,5
3,1,3,1,0,2,2,2,22,35,0,1,1,3,1,0,1,1,1,1,1,7
1,2,2,1,0,2,2,2,27,4,2,0,1,3,1,1,1,1,1,1,1,3
1,3,3,1,0,0,2,2,27,42,0,1,1,3,1,0,1,1,1,1,0,2
3,0,4,4,1,0,1,0,25,42,0,2,1,3,0,0,1,1,1,1,0,7
3,2,3,4,0,2,2,2,27,24,2,1,1,3,0,0,1,1,1,1,0,7
1,1,3,3,0,2,2,2,5,44,0,1,1,3,0,0,1,1,1,1,0,3
0,1,5,1,0,0,2,2,26,44,0,1,1,3,0,0,1,1,1,1,0,2
3,2,0,3,0,0,2,2,25,6,2,1,1,3,1,0,1,1,1,1,0,9
3,0,4,1,0,0,2,2,21,18,12,0,1,3,3,0,1,1,1,1,1,4
3,2,3,1,3,2,2,2,15,48,1,1,1,3,0,0,1,1,1,1,0,5
3,2,0,0,0,0,1,1,6,62,1,2,1,3,0,0,1,1,1,1,0,8
0,2,9,1,1,0,2,2,16,47,0,1,1,3,3,0,1,1,1,1,0,2
3,2,1,6,0,2,1,1,1,32,1,2,1,3,0,0,1,1,1,1,0,4
0,2,6,5,0,0,1,0,25,25,1,2,1,3,0,0,1,1,1,1,0,1
2,2,4,1,2,0,2,2,4,39,1,1,1,3,0,0,1,1,1,1,0,2
1,2,1,1,4,0,2,2,21,28,0,1,1,3,0,1,1,1,1,1,0,7
2,2,0,0,2,2,1,1,18,48,13,2,1,3,0,0,1,1,1,1,0,5
1,3,3,3,0,0,2,2,5,54,2,1,0,3,1,0,1,1,0,1,0,7
3,3,0,0,1,0,1,1,18,4,1,2,1,3,0,1,1,1,1,0,0,2
3,1,3,1,0,0,2,2,25,20,1,1,0,3,3,0,1,1,1,1,0,3
3,0,4,1,0,0,1,1,20,6,0,1,1,3,0,0,1,1,1,1,0,9
3,2,4,1,0,0,2,2,24,1,0,1,1,3,0,0,1,1,1,1,0,9
3,1,4,5,0,0,2,2,20,50,7,1,1,3,0,0,1,1,1,1,0,5
2,2,0,0,1,0,1,1,18,5,7,2,1,3,0,0,1,1,1,1,1,8
1,0,0,0,2,2,1,0,13,40,2,2,1,3,0,0,1,1,1,1,0,8
2,2,0,1,0,2,2,2,22,1,1,0,1,3,3,0,1,1,1,0,0,9
1,1,3,5,0,2,2,2,5,15,2,0,1,3,3,0,1,1,1,1,1,5
3,2,2,2,0,0,2,2,27,15,2,1,1,3,0,0,1,1,1,1,0,5
1,2,2,1,0,2,2,2,5,24,2,0,1,3,3,0,1,1,1,0,0,5
0,1,3,2,0,2,2,2,22,24,0,1,1,3,0,0,1,1,1,1,0,7
0,0,0,0,1,2,1,1,16,54,0,2,1,3,0,0,1,1,1,1,0,9
3,1,4,1,0,0,1,2,27,54,7,1,1,3,3,0,1,1,1,1,0,7
3,0,0,0,0,0,1,1,18,6,0,2,1,1,0,0,1,1,1,1,0,5
3,0,5,1,0,2,2,2,13,44,13,1,1,3,0,0,1,1,1,1,0,3
3,0,5,1,0,0,2,2,25,29,15,1,1,3,0,0,1,1,1,1,0,3
2,1,0,0,0,2,1,1,5,29,0,2,1,3,3,0,1,1,1,0,1,3
3,2,4,5,0,0,2,2,4,50,2,1,1,3,0,0,1,1,1,1,1,5
3,3,3,1,0,0,2,2,13,41,1,1,1,3,1,0,1,1,1,1,0,8
0,1,0,0,0,2,1,1,25,39,13,2,0,3,3,0,1,1,1,1,1,2
3,2,4,1,0,0,2,2,16,20,1,1,1,3,0,0,1,1,1,1,0,3
3,0,5,6,0,0,0,0,13,29,13,2,1,3,0,0,1,1,1,0,1,3
1,1,0,0,0,2,1,1,20,60,0,2,0,3,0,0,1,1,1,1,0,3
3,3,6,1,0,0,2,2,25,6,1,1,1,3,3,0,1,1,1,1,0,3
3,2,3,1,0,0,0,0,23,53,10,1,1,3,3,0,1,1,1,1,0,5
3,1,0,0,3,2,1,1,18,28,1,2,1,3,0,1,1,1,1,0,0,7
3,2,0,4,0,2,1,1,25,50,1,2,1,3,1,0,1,1,1,0,0,5
3,0,3,1,0,0,0,0,4,29,0,1,1,3,0,0,1,1,1,1,0,3
3,0,4,1,0,2,2,2,3,16,0,1,1,3,0,0,1,1,1,1,0,5
1,3,2,3,0,0,1,1,5,21,2,1,1,3,1,0,1,1,1,1,0,3
1,2,1,2,0,2,2,2,20,39,0,1,1,3,0,0,1,1,1,1,0,2
3,2,4,1,0,0,2,2,22,31,1,1,1,3,1,0,1,1,1,1,0,3
0,2,4,3,0,0,1,0,5,60,1,2,1,3,3,0,1,1,1,0,1,3
1,2,2,1,0,2,2,2,16,59,0,1,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,2,1,1,18,54,0,2,1,3,0,0,1,1,1,1,0,7
1,2,3,1,0,2,2,2,20,50,0,1,1,3,0,0,1,1,1,0,1,5
0,2,4,1,0,2,1,1,5,21,0,1,1,3,0,0,1,1,1,1,0,3
3,1,1,1,0,0,2,2,25,46,10,0,1,3,0,0,1,1,1,1,0,9
3,0,0,0,1,0,1,1,18,15,0,2,1,3,0,0,1,1,1,1,0,5
3,0,3,1,0,0,2,2,2,44,0,1,1,3,0,0,1,1,1,1,0,2
3,2,2,3,1,2,2,2,21,39,1,1,1,3,1,0,1,1,1,1,0,5
0,2,4,1,0,1,1,1,5,44,0,1,1,3,1,0,1,1,1,0,0,3
3,1,0,0,0,0,1,1,18,29,1,2,1,1,3,0,1,1,1,0,0,3
3,3,4,1,0,2,2,2,16,25,2,1,1,3,1,0,1,1,1,1,0,1
3,3,4,5,0,2,1,2,13,25,2,0,1,3,0,0,1,1,1,1,0,1
3,1,3,1,0,0,2,2,1,48,2,1,1,3,0,0,1,1,1,1,0,0
3,2,2,1,0,0,1,2,20,4,2,1,1,3,0,1,1,1,1,1,0,2
0,2,0,0,0,2,1,1,18,6,10,2,1,3,0,0,1,1,1,0,0,9
0,1,0,0,0,1,1,1,22,32,13,2,1,3,0,0,1,1,1,0,0,4
3,2,2,4,0,2,2,2,2,21,2,1,1,3,3,0,1,1,1,0,0,3
3,0,0,0,0,0,1,1,18,25,1,2,0,1,3,0,0,1,0,0,0,5
1,3,2,6,0,0,1,0,25,47,2,1,1,3,3,0,1,1,1,1,0,2
1,1,0,0,0,0,1,1,18,29,2,2,1,3,1,0,1,1,1,1,0,3
3,1,0,0,0,0,1,0,28,13,2,2,1,3,0,0,1,1,1,1,0,7
3,0,2,1,1,0,2,2,6,4,0,1,1,3,0,1,1,1,1,1,0,7
3,0,0,0,0,0,1,0,8,44,0,2,1,3,3,0,1,1,1,0,0,3
3,3,3,1,0,2,2,2,15,47,2,1,1,3,3,0,1,1,1,1,0,2
2,2,0,0,0,0,1,1,21,35,1,2,0,3,0,0,1,1,0,1,1,5
3,3,3,2,0,0,2,2,1,35,2,1,1,3,3,0,1,1,1,1,0,5
3,0,2,1,3,2,2,2,13,42,12,1,1,3,0,0,1,1,1,1,0,5
1,1,4,1,3,2,2,2,22,4,0,1,1,3,0,1,1,1,1,0,0,3
3,3,2,4,2,0,2,2,25,9,1,1,1,3,0,1,1,1,1,1,0,9
3,0,1,3,0,0,2,2,13,47,0,1,1,3,0,0,1,1,1,0,0,2
3,1,0,0,0,0,1,1,18,59,0,2,0,1,0,0,1,0,1,0,0,7
0,1,0,0,0,1,1,1,8,6,0,2,1,3,0,0,1,1,1,1,0,7
3,2,4,1,0,2,2,2,6,15,2,1,1,3,3,0,1,1,1,1,1,5
3,2,4,1,1,0,2,2,4,28,10,1,1,3,0,1,1,1,1,1,0,2
1,1,0,0,0,2,1,1,18,11,1,2,1,3,0,0,1,1,1,1,0,1
3,1,0,0,0,0,1,2,5,19,2,2,1,3,3,0,1,1,1,1,0,8
3,2,1,6,0,0,2,2,16,16,2,0,0,3,3,0,1,1,0,1,1,5
3,3,3,5,0,2,2,2,1,10,3,1,1,3,0,0,1,1,1,1,0,9
3,3,4,6,1,0,1,1,21,28,2,2,0,3,0,1,1,1,0,0,0,9
3,1,0,0,0,0,1,1,18,42,2,2,1,3,0,0,1,1,1,0,1,2
1,1,4,4,4,0,2,2,4,48,0,1,1,3,0,0,1,1,1,0,1,0
3,2,4,6,0,2,1,1,20,25,2,1,1,3,1,0,1,1,1,1,0,1
3,2,0,0,0,2,2,2,18,45,1,0,1,3,3,0,1,1,1,1,0,7
1,1,1,4,0,2,2,2,15,32,0,1,1,3,0,0,1,1,1,1,0,4
3,0,2,5,0,2,2,2,16,23,12,1,1,3,3,0,1,1,1,1,0,2
1,3,6,3,2,0,2,2,22,52,1,1,1,3,0,1,1,1,1,0,1,2
1,1,0,0,0,2,1,1,21,44,13,2,1,3,3,0,1,1,1,0,0,3
1,2,3,1,0,2,2,2,21,57,0,1,1,3,1,0,1,1,1,1,0,3
3,2,4,1,0,0,2,2,21,20,2,1,1,3,3,0,1,1,1,1,0,3
2,1,3,1,0,0,2,2,13,6,1,1,1,3,0,0,1,1,1,0,1,9
1,2,2,1,1,2,2,2,13,0,1,1,1,3,0,1,1,1,1,1,0,5
1,1,4,1,2,0,2,2,1,28,0,1,1,3,0,1,1,1,1,1,0,5
3,0,0,0,0,0,2,2,18,35,0,0,0,3,0,0,1,1,1,0,1,5
0,2,5,1,0,0,2,2,17,5,0,1,1,0,3,0,1,1,1,1,0,9
3,1,1,4,0,0,1,1,23,46,0,2,1,3,0,0,1,1,1,1,0,9
2,2,0,6,0,0,2,2,25,6,2,0,1,3,3,0,1,1,1,1,0,9
3,0,0,0,0,0,1,0,21,6,2,2,1,3,1,0,1,1,1,1,1,9
1,1,0,0,0,0,2,2,18,6,1,2,1,3,3,0,1,1,1,0,0,1
1,1,5,1,0,2,2,2,13,20,13,1,1,3,0,0,1,1,1,1,1,3
3,2,5,1,2,2,2,2,5,28,1,1,1,3,0,1,1,1,1,1,0,7
3,1,0,0,3,0,1,0,18,4,1,2,1,3,0,1,1,1,1,0,1,2
3,2,4,1,0,0,2,2,4,39,2,1,0,3,0,0,1,1,1,1,1,5
1,2,4,5,0,0,2,2,25,42,2,1,1,3,1,0,1,1,1,0,1,2
1,0,0,0,0,2,1,1,18,26,0,2,0,3,1,0,1,1,0,0,1,3
3,2,3,1,1,0,1,1,27,42,10,1,1,1,0,0,1,1,1,1,0,2
3,0,4,1,0,0,2,2,1,39,13,1,1,3,1,0,1,1,1,1,0,2
0,1,0,0,0,2,1,1,6,6,1,2,1,3,0,0,1,1,1,1,0,9
0,3,4,1,1,0,2,2,1,25,10,1,0,3,3,0,1,0,1,1,0,1
3,2,0,0,0,2,1,1,18,47,2,2,1,3,1,0,1,1,1,1,0,2
3,1,0,0,0,0,1,1,16,31,1,2,0,3,0,0,1,1,0,0,0,3
3,0,4,1,0,0,2,2,16,60,0,1,1,3,3,0,1,1,1,1,0,3
3,0,0,0,0,0,2,2,20,44,0,0,1,1,3,0,1,1,1,1,0,5
1,2,4,1,0,2,2,2,6,25,1,1,1,3,2,0,1,1,1,1,0,4
3,0,3,4,0,2,2,2,27,21,0,0,1,3,3,0,1,1,1,1,0,3
3,2,0,0,0,2,1,1,18,15,0,2,1,3,1,0,1,1,1,1,0,5
0,2,1,5,0,1,1,0,5,56,2,2,0,3,0,0,1,1,0,0,1,8
3,0,0,0,0,0,1,1,18,57,13,2,0,3,0,0,1,1,1,0,0,5
2,2,3,1,0,1,1,1,5,54,1,1,1,3,1,0,1,1,1,1,1,7
2,1,4,1,0,2,2,2,5,28,0,1,1,3,0,1,1,1,1,1,0,9
0,3,2,4,1,2,2,2,6,57,2,1,1,3,0,0,1,1,1,1,0,7
3,1,0,0,0,0,1,1,20,29,0,2,1,3,0,0,1,1,1,1,0,3
1,1,3,1,1,0,2,2,20,57,0,1,0,3,0,0,0,1,1,1,0,5
3,3,2,1,0,2,2,2,25,5,5,1,1,3,0,0,1,1,1,1,0,8
2,1,4,1,0,2,2,2,20,6,0,1,1,3,0,0,1,1,1,1,0,9
1,0,0,0,1,2,1,1,18,14,0,2,1,3,0,1,1,1,1,0,1,7
1,0,0,0,0,2,1,0,20,42,0,2,1,3,3,0,1,1,1,0,1,2
2,0,0,0,0,0,1,1,5,50,2,2,1,3,0,0,1,1,1,1,1,5
3,0,0,0,1,2,1,1,18,42,0,2,1,3,0,0,1,1,1,0,0,2
3,2,1,5,0,0,2,2,27,50,2,0,1,3,0,0,1,1,1,0,0,2
3,0,0,0,0,0,2,2,18,61,0,2,1,3,3,0,1,1,1,0,1,5
0,1,3,1,0,2,1,1,13,16,0,1,1,3,0,0,1,1,1,0,1,5
2,1,0,0,1,2,1,1,18,42,0,2,1,3,0,0,1,1,1,1,0,2
1,0,0,0,0,0,2,2,18,46,2,0,1,3,3,0,1,1,1,1,0,9
1,3,4,1,0,0,2,2,4,37,2,0,1,2,3,0,1,1,1,1,0,4
3,3,2,1,0,0,2,2,20,44,0,1,1,3,0,0,1,1,1,1,0,3
3,0,0,0,1,0,1,1,0,9,0,2,1,3,1,1,1,1,1,1,0,5
